Resetting envs
Envs resetted
Total steps: 11548800
Total steps: 11551200
Total steps: 11553600
Total steps: 11556000
Total steps: 11558400
Total steps: 11560800
Total steps: 11563200
Total steps: 11565600
Total steps: 11568000
Total steps: 11570400
Total steps: 11572800
Total steps: 11575200
Total steps: 11577600
Total steps: 11580000
Total steps: 11582400
Total steps: 11584800
Total steps: 11587200
Total steps: 11589600
Total steps: 11592000
Total steps: 11594400
Total steps: 11596800
Total steps: 11599200
Total steps: 11601600
Total steps: 11604000
Total steps: 11606400
Total steps: 11608800
Total steps: 11611200
Total steps: 11613600
Total steps: 11616000
Total steps: 11618400
Total steps: 11620800
Total steps: 11623200
Total steps: 11625600
Total steps: 11628000
Total steps: 11630400
Total steps: 11632800
Total steps: 11635200
Total steps: 11637600
Total steps: 11640000
Total steps: 11642400
Total steps: 11644800
Total steps: 11647200
Total steps: 11649600
Total steps: 11652000
Total steps: 11654400
Total steps: 11656800
Total steps: 11659200
Total steps: 11661600
Total steps: 11664000
Total steps: 11666400
Total steps: 11668800
Total steps: 11671200
Total steps: 11673600
Total steps: 11676000
Total steps: 11678400
Total steps: 11680800
Total steps: 11683200
Total steps: 11685600
Total steps: 11688000
Total steps: 11690400
Total steps: 11692800
Total steps: 11695200
Total steps: 11697600
Total steps: 11700000
Total steps: 11702400
Total steps: 11704800
Total steps: 11707200
Total steps: 11709600
Total steps: 11712000
Total steps: 11714400
Total steps: 11716800
Total steps: 11719200
Total steps: 11721600
Total steps: 11724000
Total steps: 11726400
Total steps: 11728800
Total steps: 11731200
Total steps: 11733600
Total steps: 11736000
Total steps: 11738400
Total steps: 11740800
Total steps: 11743200
Total steps: 11745600
Total steps: 11748000
Total steps: 11750400
Total steps: 11752800
Total steps: 11755200
Total steps: 11757600
Total steps: 11760000
Total steps: 11762400
Total steps: 11764800
Total steps: 11767200
Total steps: 11769600
Total steps: 11772000
Total steps: 11774400
Total steps: 11776800
Total steps: 11779200
Total steps: 11781600
Total steps: 11784000
Total steps: 11786400
Total steps: 11788800
Total steps: 11791200
Total steps: 11793600
Total steps: 11796000
Total steps: 11798400
Total steps: 11800800
Total steps: 11803200
Total steps: 11805600
Total steps: 11808000
Total steps: 11810400
Total steps: 11812800
Total steps: 11815200
Total steps: 11817600
Total steps: 11820000
Total steps: 11822400
Total steps: 11824800
Total steps: 11827200
Total steps: 11829600
Total steps: 11832000
Total steps: 11834400
Total steps: 11836800
Total steps: 11839200
Total steps: 11841600
Total steps: 11844000
Total steps: 11846400
Total steps: 11848800
Total steps: 11851200
Total steps: 11853600
Total steps: 11856000
Total steps: 11858400
Total steps: 11860800
Total steps: 11863200
Total steps: 11865600
Total steps: 11868000
Total steps: 11870400
Total steps: 11872800
Total steps: 11875200
Total steps: 11877600
Total steps: 11880000
Total steps: 11882400
Total steps: 11884800
Total steps: 11887200
Total steps: 11889600
Total steps: 11892000
Total steps: 11894400
Total steps: 11896800
Total steps: 11899200
Total steps: 11901600
Total steps: 11904000
Total steps: 11906400
Total steps: 11908800
Total steps: 11911200
Total steps: 11913600
Total steps: 11916000
Total steps: 11918400
Total steps: 11920800
Total steps: 11923200
Total steps: 11925600
Total steps: 11928000
Total steps: 11930400
Total steps: 11932800
Total steps: 11935200
Total steps: 11937600
Total steps: 11940000
Total steps: 11942400
Total steps: 11944800
Total steps: 11947200
Total steps: 11949600
Total steps: 11952000
Total steps: 11954400
Total steps: 11956800
Total steps: 11959200
Total steps: 11961600
Total steps: 11964000
Total steps: 11966400
Total steps: 11968800
Total steps: 11971200
Total steps: 11973600
Total steps: 11976000
Total steps: 11978400
Total steps: 11980800
Total steps: 11983200
Total steps: 11985600
Total steps: 11988000
Total steps: 11990400
Total steps: 11992800
Total steps: 11995200
Total steps: 11997600
Total steps: 12000000
Total steps: 12002400
Total steps: 12004800
Total steps: 12007200
Total steps: 12009600
Total steps: 12012000
Total steps: 12014400
Total steps: 12016800
Total steps: 12019200
Total steps: 12021600
Total steps: 12024000
Total steps: 12026400
Total steps: 12028800
Total steps: 12031200
Total steps: 12033600
Total steps: 12036000
Total steps: 12038400
Total steps: 12040800
Total steps: 12043200
Total steps: 12045600
Total steps: 12048000
Total steps: 12050400
Total steps: 12052800
Total steps: 12055200
Total steps: 12057600
Total steps: 12060000
Total steps: 12062400
Total steps: 12064800
Total steps: 12067200
Total steps: 12069600
Total steps: 12072000
Total steps: 12074400
Total steps: 12076800
Total steps: 12079200
Total steps: 12081600
Total steps: 12084000
Total steps: 12086400
Total steps: 12088800
Total steps: 12091200
Total steps: 12093600
Total steps: 12096000
Total steps: 12098400
Total steps: 12100800
Total steps: 12103200
Total steps: 12105600
Total steps: 12108000
Total steps: 12110400
Total steps: 12112800
Total steps: 12115200
Total steps: 12117600
Total steps: 12120000
Total steps: 12122400
Total steps: 12124800
Total steps: 12127200
Total steps: 12129600
Total steps: 12132000
Total steps: 12134400
Total steps: 12136800
Total steps: 12139200
Total steps: 12141600
Total steps: 12144000
Total steps: 12146400
Total steps: 12148800
Total steps: 12151200
Total steps: 12153600
Total steps: 12156000
Total steps: 12158400
Total steps: 12160800
Total steps: 12163200
Total steps: 12165600
Total steps: 12168000
Total steps: 12170400
Total steps: 12172800
Total steps: 12175200
Total steps: 12177600
Total steps: 12180000
Total steps: 12182400
Total steps: 12184800
Total steps: 12187200
Total steps: 12189600
Total steps: 12192000
Total steps: 12194400
Total steps: 12196800
Total steps: 12199200
Total steps: 12201600
Total steps: 12204000
Total steps: 12206400
Total steps: 12208800
Total steps: 12211200
Total steps: 12213600
Total steps: 12216000
Total steps: 12218400
Total steps: 12220800
Total steps: 12223200
Total steps: 12225600
Total steps: 12228000
Total steps: 12230400
Total steps: 12232800
Total steps: 12235200
Total steps: 12237600
Total steps: 12240000
Total steps: 12242400
Total steps: 12244800
Total steps: 12247200
Total steps: 12249600
Total steps: 12252000
Total steps: 12254400
Total steps: 12256800
Total steps: 12259200
Total steps: 12261600
Total steps: 12264000
Total steps: 12266400
Total steps: 12268800
Total steps: 12271200
Total steps: 12273600
Total steps: 12276000
Total steps: 12278400
Total steps: 12280800
Total steps: 12283200
Total steps: 12285600
Total steps: 12288000
Total steps: 12290400
Total steps: 12292800
Total steps: 12295200
Total steps: 12297600
Total steps: 12300000
Total steps: 12302400
Total steps: 12304800
Total steps: 12307200
Total steps: 12309600
Total steps: 12312000
Total steps: 12314400
Total steps: 12316800
Total steps: 12319200
Total steps: 12321600
Total steps: 12324000
Total steps: 12326400
Total steps: 12328800
Total steps: 12331200
Total steps: 12333600
Total steps: 12336000
Total steps: 12338400
Total steps: 12340800
Total steps: 12343200
Total steps: 12345600
Total steps: 12348000
Total steps: 12350400
Total steps: 12352800
Total steps: 12355200
Total steps: 12357600
Total steps: 12360000
Total steps: 12362400
Total steps: 12364800
Total steps: 12367200
Total steps: 12369600
Total steps: 12372000
Total steps: 12374400
Total steps: 12376800
Total steps: 12379200
Total steps: 12381600
Total steps: 12384000
Total steps: 12386400
Total steps: 12388800
Total steps: 12391200
Total steps: 12393600
Total steps: 12396000
Total steps: 12398400
Total steps: 12400800
Total steps: 12403200
Total steps: 12405600
Total steps: 12408000
Total steps: 12410400
Total steps: 12412800
Total steps: 12415200
Total steps: 12417600
Total steps: 12420000
Total steps: 12422400
Total steps: 12424800
Total steps: 12427200
Total steps: 12429600
Total steps: 12432000
Total steps: 12434400
Total steps: 12436800
Total steps: 12439200
Total steps: 12441600
Total steps: 12444000
Total steps: 12446400
Total steps: 12448800
Total steps: 12451200
Total steps: 12453600
Total steps: 12456000
Total steps: 12458400
Total steps: 12460800
Total steps: 12463200
Total steps: 12465600
Total steps: 12468000
Total steps: 12470400
Total steps: 12472800
Total steps: 12475200
Total steps: 12477600
Total steps: 12480000
Total steps: 12482400
Total steps: 12484800
Total steps: 12487200
Total steps: 12489600
Total steps: 12492000
Total steps: 12494400
Total steps: 12496800
Total steps: 12499200
Total steps: 12501600
Total steps: 12504000
Total steps: 12506400
Total steps: 12508800
Total steps: 12511200
Total steps: 12513600
Total steps: 12516000
Total steps: 12518400
Total steps: 12520800
Total steps: 12523200
Total steps: 12525600
Total steps: 12528000
Total steps: 12530400
Total steps: 12532800
Total steps: 12535200
Total steps: 12537600
Total steps: 12540000
Total steps: 12542400
Total steps: 12544800
Total steps: 12547200
Total steps: 12549600
Total steps: 12552000
Total steps: 12554400
Total steps: 12556800
Total steps: 12559200
Total steps: 12561600
Total steps: 12564000
Total steps: 12566400
Total steps: 12568800
Total steps: 12571200
Total steps: 12573600
Total steps: 12576000
Total steps: 12578400
Total steps: 12580800
Total steps: 12583200
Total steps: 12585600
Total steps: 12588000
Total steps: 12590400
Total steps: 12592800
Total steps: 12595200
Total steps: 12597600
Total steps: 12600000
Total steps: 12602400
Total steps: 12604800
Total steps: 12607200
Total steps: 12609600
Total steps: 12612000
Total steps: 12614400
Total steps: 12616800
Total steps: 12619200
Total steps: 12621600
Total steps: 12624000
Total steps: 12626400
Total steps: 12628800
Total steps: 12631200
Total steps: 12633600
Total steps: 12636000
Total steps: 12638400
Total steps: 12640800
Total steps: 12643200
Total steps: 12645600
Total steps: 12648000
Total steps: 12650400
Total steps: 12652800
Total steps: 12655200
Total steps: 12657600
Total steps: 12660000
Total steps: 12662400
Total steps: 12664800
Total steps: 12667200
Total steps: 12669600
Total steps: 12672000
Total steps: 12674400
Total steps: 12676800
Total steps: 12679200
Total steps: 12681600
Total steps: 12684000
Total steps: 12686400
Total steps: 12688800
Total steps: 12691200
Total steps: 12693600
Total steps: 12696000
Total steps: 12698400
Total steps: 12700800
Total steps: 12703200
Total steps: 12705600
Total steps: 12708000
Total steps: 12710400
Total steps: 12712800
Total steps: 12715200
Total steps: 12717600
Total steps: 12720000
Total steps: 12722400
Total steps: 12724800
Total steps: 12727200
Total steps: 12729600
Total steps: 12732000
Total steps: 12734400
Total steps: 12736800
Total steps: 12739200
Total steps: 12741600
Total steps: 12744000
Total steps: 12746400
Total steps: 12748800
Total steps: 12751200
Total steps: 12753600
Total steps: 12756000
Total steps: 12758400
Total steps: 12760800
Total steps: 12763200
Total steps: 12765600
Total steps: 12768000
Total steps: 12770400
Total steps: 12772800
Total steps: 12775200
Total steps: 12777600
Total steps: 12780000
Total steps: 12782400
Total steps: 12784800
Total steps: 12787200
Total steps: 12789600
Total steps: 12792000
Total steps: 12794400
Total steps: 12796800
Total steps: 12799200
Total steps: 12801600
Total steps: 12804000
Total steps: 12806400
Total steps: 12808800
Total steps: 12811200
Total steps: 12813600
Total steps: 12816000
Total steps: 12818400
Total steps: 12820800
Total steps: 12823200
Total steps: 12825600
Total steps: 12828000
Total steps: 12830400
Total steps: 12832800
Total steps: 12835200
Total steps: 12837600
Total steps: 12840000
Total steps: 12842400
Total steps: 12844800
Total steps: 12847200
Total steps: 12849600
Total steps: 12852000
Total steps: 12854400
Total steps: 12856800
Total steps: 12859200
Total steps: 12861600
Total steps: 12864000
Total steps: 12866400
Total steps: 12868800
Total steps: 12871200
Total steps: 12873600
Total steps: 12876000
Total steps: 12878400
Total steps: 12880800
Total steps: 12883200
Total steps: 12885600
Total steps: 12888000
Total steps: 12890400
Total steps: 12892800
Total steps: 12895200
Total steps: 12897600
Total steps: 12900000
Total steps: 12902400
Total steps: 12904800
Total steps: 12907200
Total steps: 12909600
Total steps: 12912000
Total steps: 12914400
Total steps: 12916800
Total steps: 12919200
Total steps: 12921600
Total steps: 12924000
Total steps: 12926400
Total steps: 12928800
Total steps: 12931200
Total steps: 12933600
Total steps: 12936000
Total steps: 12938400
Total steps: 12940800
Total steps: 12943200
Total steps: 12945600
Total steps: 12948000
Total steps: 12950400
Total steps: 12952800
Total steps: 12955200
Total steps: 12957600
Total steps: 12960000
Total steps: 12962400
Total steps: 12964800
Total steps: 12967200
Total steps: 12969600
Total steps: 12972000
Total steps: 12974400
Total steps: 12976800
Total steps: 12979200
Total steps: 12981600
Total steps: 12984000
Total steps: 12986400
Total steps: 12988800
Total steps: 12991200
Total steps: 12993600
Total steps: 12996000
Total steps: 12998400
Total steps: 13000800
Total steps: 13003200
Total steps: 13005600
Total steps: 13008000
Total steps: 13010400
Total steps: 13012800
Total steps: 13015200
Total steps: 13017600
Total steps: 13020000
Total steps: 13022400
Total steps: 13024800
Total steps: 13027200
Total steps: 13029600
Total steps: 13032000
Total steps: 13034400
Total steps: 13036800
Total steps: 13039200
Total steps: 13041600
Total steps: 13044000
Total steps: 13046400
Total steps: 13048800
Total steps: 13051200
Total steps: 13053600
Total steps: 13056000
Total steps: 13058400
Total steps: 13060800
Total steps: 13063200
Total steps: 13065600
Total steps: 13068000
Total steps: 13070400
Total steps: 13072800
Total steps: 13075200
Total steps: 13077600
Total steps: 13080000
Total steps: 13082400
Total steps: 13084800
Total steps: 13087200
Total steps: 13089600
Total steps: 13092000
Total steps: 13094400
Total steps: 13096800
Total steps: 13099200
Total steps: 13101600
Total steps: 13104000
Total steps: 13106400
Total steps: 13108800
Total steps: 13111200
Total steps: 13113600
Total steps: 13116000
Total steps: 13118400
Total steps: 13120800
Total steps: 13123200
Total steps: 13125600
Total steps: 13128000
Total steps: 13130400
Total steps: 13132800
Total steps: 13135200
Total steps: 13137600
Total steps: 13140000
Total steps: 13142400
Total steps: 13144800
Total steps: 13147200
Total steps: 13149600
Total steps: 13152000
Total steps: 13154400
Total steps: 13156800
Total steps: 13159200
Total steps: 13161600
Total steps: 13164000
Total steps: 13166400
Total steps: 13168800
Total steps: 13171200
Total steps: 13173600
Total steps: 13176000
Total steps: 13178400
Total steps: 13180800
Total steps: 13183200
